video_id,split,y_true,y_proba,title,channel_title,category_title,view_count,predicted
_MvIyvOgkIA,test,0,0.3365767608039629,เเมว og ที่เเพงที่สุดในโลก #roblox,ONAMO ㅤ,Gaming,985464.0,1
FC33nGTVteM,test,0,0.33512734387598975,Wall Friction 🧲 #kutcha #shorts #memes,Kutcha Wants2playz,Gaming,127693.0,1
thEvezQvDvM,test,0,0.3327525096084964,พี่ป๋องมีอาการเหงื่อออก มือสั่น เมื่อติดอยู่ในตู้กับสิ่งนี้…,Superjeew Official,Entertainment,553690.0,1
JYjjjHs9xOc,test,0,0.3303760757505991,[Dota2] หลังจบ TI ไม่มี update อะไรดีๆเลย pro ว่าไงบ้าง?,LightFuryLF,Gaming,16705.0,1
mBsJsFgxVGY,test,0,0.32696315652620506,เมื่อมีลูกค้าตัวสูงหน้าตาแปลก! มาซื้อไอติม🍦แมพ icecream horror #avagame #roblox,AVA GAME,Gaming,168895.0,1
t-e4RNWaVbw,test,0,0.32543549468144,มังกรฟ้าแก้้มังกรไฟ #roblox,ONAMO ㅤ,Gaming,245182.0,1
LdrAc7Se-5U,test,0,0.32475398974973163,หยอกๆ #roblox,ONAMO ㅤ,Gaming,57439.0,1
sp3rosJEMCw,test,0,0.3239618471162557,อ่าวเกมพลิก #roblox,ONAMO ㅤ,Gaming,164001.0,1
8J1VRV8LzB0,test,0,0.31970240159717517,พี่แค่่ขอดูแปปปเดี๋ยวเอง #roblox,ONAMO ㅤ,Gaming,210215.0,1
5SENucMErRE,test,0,0.319231527007022,ใครจำเกมนี้ได้บ้าง วันนี้แป้งเดินไปเจอตู้คีบตุ๊กตาเจ้าม่วง มาดูว่าจะได้มั้ย,zbing z.,Gaming,1681682.0,1
luYJQKl7s2A,test,0,0.3179955852652359,Order 67  ⁶🤷‍♂️⁷ #kutcha #shorts #potemer,Kutcha Wants2playz,Gaming,500949.0,1
QqKuICxagCw,test,0,0.3158629487283613,ครั้งนี่เชียร์ใครคอมเม้นเลย! พี่โม่ ปะทะ จุ๊บแจง,zbing z.,Gaming,750879.0,1
XqGNh6ku5Ts,test,0,0.3132741974445162,พลาดจนได้ #roblox,ONAMO ㅤ,Gaming,287163.0,1
I6gcJAqcCdk,test,0,0.3119392361243382,อัดกลองสด New Age SCR 1.0,Bay Riffer,Music,35555.0,1
qHOr7BaQRS0,test,0,0.3032638096091726,Sanrio characters อวยพรปีใหม่ให้ทุกคนอย่างมีความสุข,Garena RoV Thailand,Gaming,1667.0,1
SDT1RlhwKps,test,0,0.30311091399156265,VLOG : ไปเยี่ยม กายหงิด น้องรัก,PRIMKUNG,Entertainment,1025969.0,1
_PisBs5zlM0,test,0,0.30170800483333554,เสี่ยงดวงเลือกสีให้ถูกห้ามโดนต่อย!!!,zbing z.,Gaming,504160.0,1
D_VnOOr9KkI,test,0,0.3016875130355182,ให้กูทำไม  • คุณเต้ย ซีพิ | 27 ธ.ค. 68 | THE GHOST RADIO,TheghostradioOfficial,Entertainment,1151619.0,1
S5fyiLjcls4,test,0,0.30139624833031337,เครื่องทำไอติมรูปโปเกบอล โคตรเท่แถมทำไอติมอร่อยด้วยนะ,zbing z.,Gaming,629469.0,1
RzH46eNU3V8,test,0,0.30035178830845033,โยนไข่ไก่ข้ามคาน 2 เมตร แต่ไข่กลับไม่แตก !!  เรามีวิธีทำให้ไข่ไก่ไม่แตก แค่ทำสิ่งนี้,Superjeew Official,Entertainment,75547.0,1
Qv3lzWsJdqg,test,0,0.2997102235108705,วางระเบิดใส่ขนมเพื่อน พี่กิตกีบพี่ป๊อปใครจะชนะ,zbing z.,Gaming,1781410.0,1
V74_th3fcJw,test,0,0.29957705217640823,มังกรเขียวตัวเดียวในไทย #roblox,ONAMO ㅤ,Gaming,82913.0,1
N2QGE_OyDHQ,test,0,0.2986240652769748,"เปิดแพ็คใหม่ไปสู้ D1ที่มาท้า 1-1 กลางไลฟ์ ชนะได้ 1,000 แพ้ลบนักเตะ คลิปนี้มีดราม่า | eFootball",MYRMIE,Gaming,74297.0,1
iSKVkdYfI7w,test,0,0.2971108965561175,"ถ้าเกิด!! ผมแอบอยู่ในกล่อง เพื่อขโมยเงิน $1,000,000 เหรียญ ของตำรวจ - (Minecraft คนรวยคนจน)",XyCloneZ,Gaming,66003.0,1
u9foZSCz2Os,test,0,0.2970449207740379,จบแบบดับฝัน #mightymax #memes #คลิปตลก,Mighty Max,Gaming,42418.0,1
21s7BIQfsv4,test,0,0.29680458920572467,ใครไม่อึ้งแต่กรรมการอึ้ง เป้าจิ๋วแต่ยิงแม่นไม่มีพลาด,Superjeew Official,Entertainment,96026.0,1
ZQu3HxIdoc0,test,0,0.29646657982631547,ตอนที่ 20 สร้างร้านขนมเค้กในโลกน้ำแข็ง 🍰🏡  - Minecraft IceAge ep20 [vaha555],vaha555,Gaming,7728.0,1
U1vNjDcWogE,test,0,0.29610301294633895,ร้กสาวเสื้อลาย 💚,คณะเอวีรูม OFFICIAL,Music,37951.0,1
rudawb03gCA,test,0,0.29528982913506724,เรียงแก้วตามสียากมาก ใครจะชนะมาลุ้นกัน,zbing z.,Gaming,341448.0,1
qzLPt7Ec96c,test,0,0.29398377906128487,7 พฤศจิกายน ค.ศ. 2025,TIG Record,Music,3378.0,1
ojFsZ4Rnq7Y,test,0,0.2934906105527659,ชุดพี่เอก ต้องใช้กี่เพชรนะ ?,CGGG DETBUU,Gaming,24436.0,1
MMln0H1UWJE,test,0,0.29338557660197384,ไปต่อหรือพอแค่นี้ - GOODMOOD「Official MV」,Genierock,Music,915324.0,1
ItLHutmE81Q,test,0,0.2926121068298181,ตอนที่ 24 ออกตามหาเพื่อนปุ๊กปิ๊ก 😸🐺 - Minecraft IceAge ep24 [vaha555],vaha555,Gaming,6282.0,1
zLOolrQczME,test,0,0.29229292091979037,เอาสุด!! รวมช็อตสุดฮาของเหล่านักพากย์🎙️😂 ในการแข่งขัน RoV นานาชาติ #AIC2025 #RoV #Shorts,Garena RoV Thailand,Gaming,67219.0,1
0ZEmmVQ9dUQ,test,0,0.2922237210908675,7 พฤศจิกายน ค.ศ. 2025,TIG Record,Music,3437.0,1
jxBT4FMo6-c,test,0,0.2906967419785246,ตุ๊กตาก้อนขน จุ่มน้ำสุ่มตัวละคร,zbing z.,Gaming,718944.0,1
