video_id,split,y_true,y_proba,title,channel_title,category_title,view_count,predicted
7zoyV9iWBw4,test,1,0.31138659759940246,𝐀𝐢𝐫𝐝𝐫𝐨𝐩 𝐁𝐨𝐱 ส่งตรงถึงมือ Lilghost [17 Gaming]🤣🎁 |  𝐏𝐔𝐁𝐆 𝐆𝐋𝐎𝐁𝐀𝐋 𝐂𝐇𝐀𝐌𝐏𝐈𝐎𝐍𝐒𝐇𝐈𝐏 𝟐𝟎𝟐𝟓🏆,PUBG: BATTLEGROUNDS THAILAND,Gaming,3279.0,0
EoesKeMVnqU,test,1,0.313618659132976,ROV กดแรงค์ดาวไม่ลด แค่ดราฟตัวแบบนี้ครับ,MYRMIE,Gaming,7116.0,0
bAY59SAJv9Y,test,1,0.3154829547741803,เพราะเหมือนยิ่งคบ เรากลับยิ่งไม่รักกัน #BUSDICELIVESESSION #BUSbecauseofyouishine #DICE_SONRAY,TADA LABELS,Music,22112.0,0
WAMJXTHG2mw,test,1,0.3159400940639638,อยากเล่นกับอ้ายวิน | FREE FIRE Live Stream #2 🔴,LowGrade,Gaming,262541.0,0
cV0aPNyH6bA,test,1,0.31849240304751825,ฝรั่งชมประเทศไทย พากย์ไทย {ต้นฉบับTikTok@wohinmithamo }#thailand     #คนไทยใจดี #ต่างชาติพูดถึงไทย,bas za studio,Gaming,5392445.0,0
M06bcAdnGw0,test,1,0.3185170736149147,ไม่กล้าจัดการปู!?,Factnest,Entertainment,3674274.0,0
Y135CbLWYAA,test,1,0.3217034038736548,ถ้าเกิด!! ดูหนังตอนตี3 แต่กับเจอ ผีนกฮูกหลอน ใน99คืน - (Minecraft ดูหนังตี3),XyCloneZ,Gaming,424015.0,0
V2JXC0BIXco,test,1,0.3246458849510492,มีครั้งคราว ที่เรื่องราว ทำให้คิดถึง… นิดหน่อย 💭 #BUS_ดีใจที่ไม่มีเธอ_MV #BUS_ดีใจที่ไม่มีเธอ,TADA LABELS,Music,7014.0,0
bWmyuUMn9I4,test,1,0.3249760057781352,19 ธ.ค.นี้ มาร่วมเชียร์ RoV ทีมชาติไทย🇹🇭 ลุยศึกชิงเหรียญทองซีเกมส์ครั้งที่ 33🥇,Garena RoV Thailand,Gaming,14854.0,0
c-J3hadtyOg,test,1,0.3271417511179322,ประสบการณ์หลอนที่เจอในถ่ำของ #บังโฟล์ค ที่มีคนเกินมา,Superjeew Official,Entertainment,4437001.0,0
EfCEoJENMHo,test,1,0.328789179647883,เหมียวชาร์คแมวที่หายไป! กลับมาวิ่งไล่ในแมพกระโดด | Roblox Create Meow Shark Slap Tower,AVA GAME,Gaming,156958.0,0
iWMBGY0ec8c,test,1,0.33086163449964234,ROV จะพาคนดูชนะ 10 ตา ต้อนรับปีใหม่ จับแต่ตัวโหดๆ,MYRMIE,Gaming,11136.0,0
9yWbjSgxAQw,test,1,0.33090993408365305,𝐏𝐆𝐂 𝟐𝟎𝟐𝟓 | รวมช็อตเดือดทีมไทย รอบ Group Stage A วันที่ 3 | PUBG,PUBG: BATTLEGROUNDS THAILAND,Gaming,19833.0,0
n8LFrR23s60,test,1,0.3314837114846286,ROV ชนะไปต่อ ทุกแรงค์ แพ้แยกย้าย ว่าง 4 ครับ,MYRMIE,Gaming,12096.0,0
NY6XraZuzRU,test,1,0.33167797814083083,5 ไลฟ์สไตล์ที่บอกเลยว่า…นี่แหละ T5_Flukky😎 | 𝐏𝐔𝐁𝐆 𝐆𝐋𝐎𝐁𝐀𝐋 𝐂𝐇𝐀𝐌𝐏𝐈𝐎𝐍𝐒𝐇𝐈𝐏 𝟐𝟎𝟐𝟓🏆,PUBG: BATTLEGROUNDS THAILAND,Gaming,5847.0,0
PwaCz1Y6sSc,test,1,0.3333587227271043,ROV เล่นแต่ตัวเก่งๆแบกคนดูชนะไปต่อ เอาจริง,MYRMIE,Gaming,9163.0,0
NkWfje1Q3_s,test,1,0.33609796447439033,𝐏𝐆𝐂 𝟐𝟎𝟐𝟓 | แวะส่งกำลังใจให้เหล่าทีมในดวงใจ ที่ centralwOrld PULSE ชั้น 7  | PUBG,PUBG: BATTLEGROUNDS THAILAND,Gaming,5575.0,0
dK_dK4FE9-g,test,1,0.3391880699958772,𝐏𝐆𝐂 𝟐𝟎𝟐𝟓 | รวมจังหวะโบ๊ะบ๊ะ😂จากรอบ Group Stage ที่ผ่านมา | PUBG,PUBG: BATTLEGROUNDS THAILAND,Gaming,236535.0,0
I9OyJtDDiiE,test,1,0.3395234194811871,น้องหมาเซ็งกับพี่ชายอย่างแรง!? #เล่าเรื่อง #ตลก #พากย์ไทย,Deed Channel / ดีด,Entertainment,45135.0,0
UB1KgoyW7As,test,1,0.34578794240765054,แมวซอมบี้ 🔥🎃 #ajectpro #พี่ข่อยvr #แมวข่อย #iamcat,A JECT PRo,Gaming,136589.0,0
Evolflwyz40,test,1,0.3507978065712195,🔴 LIVE | เอลลอยกับชุดใหม่ | Horizon Zero Dawn EP.5 #mightymax #vtuber #horizonzerodawn,Mighty Max,Gaming,177.0,0
IH0iOwekj2E,test,1,0.3560125060950312,ชิงแชมป์ RoV นานาชาติ Full Sense vs Flash Wolves | งานออฟไลน์ RoV นานาชาติ AIC 2025🏆 รอบชิงชนะเลิศ,Garena RoV Thailand,Gaming,2257367.0,0
fSOWkC3I278,test,1,0.3584763191972841,อึดอัดว่ะ,OPZ TV,Gaming,440580.0,0
1MbL9i87TPM,test,1,0.3597790067610928,🩷 4 ผู้เล่นที่ EA_Nourinz เลือก จะมีใครบ้าง ไปดูกันเลย !? | 𝐏𝐔𝐁𝐆 𝐆𝐋𝐎𝐁𝐀𝐋 𝐂𝐇𝐀𝐌𝐏𝐈𝐎𝐍𝐒𝐇𝐈𝐏 𝟐𝟎𝟐𝟓🏆,PUBG: BATTLEGROUNDS THAILAND,Gaming,12710.0,0
h-ceehmXwKc,test,1,0.35995971591921894,Free Fire : ซ้อมทีมอีกครั้งในรอบหลายปี ตี้รวมดาวเก่ง !!,CGGG DETBUU,Gaming,373938.0,0
gwcruNagj7s,test,1,0.36221644736339675,𝐀𝐢𝐫𝐝𝐫𝐨𝐩 𝐁𝐨𝐱 ส่งตรงถึงมือ TanVuu [The Expendables] 🇻🇳 🎁 ใน  𝐏𝐔𝐁𝐆 𝐆𝐋𝐎𝐁𝐀𝐋 𝐂𝐇𝐀𝐌𝐏𝐈𝐎𝐍𝐒𝐇𝐈𝐏 𝟐𝟎𝟐𝟓🏆,PUBG: BATTLEGROUNDS THAILAND,Gaming,7576.0,0
TNuEpHm6QqQ,test,1,0.3634459850697868,💛 4 ผู้เล่นในดวงใจของ MiTH_Scappy จะมีใครบ้าง ไปดูกัน !?| 𝐏𝐔𝐁𝐆 𝐆𝐋𝐎𝐁𝐀𝐋 𝐂𝐇𝐀𝐌𝐏𝐈𝐎𝐍𝐒𝐇𝐈𝐏 𝟐𝟎𝟐𝟓🏆,PUBG: BATTLEGROUNDS THAILAND,Gaming,21791.0,0
